Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Surname_tfidf_0,Surname_tfidf_1,Surname_tfidf_2,Surname_tfidf_3,Surname_tfidf_4,France,Germany,Spain,Female,Male,Mem__no__Products,Cred_Bal_Sal,Bal_sal,Tenure_Age,Age_Tenure_product
1055,504.0,34.0,2.0,54980.81,1.0,0,1,136909.88,0,"22.263,24","539.304,00","96.159,92","-1.270,79","-176.472,86",0,0,1,0,1,1.0,"20.239.830.931.120.500,00","4.015.839.470.460.420,00","58.823.529.411.764.700,00",68.0
878,684.0,43.0,0.0,0.0,1.0,1,0,15705.27,0,"-14.968.531,79","57.937.047,94","-9.454.529,97","-167.316.831,96","1.237.255,59",1,0,0,1,0,0.0,0.0,0.0,0.0,0.0
1351,622.0,39.0,5.0,0.0,2.0,1,1,142331.85,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,2.0,0.0,0.0,"1.282.051.282.051.280,00",195.0
1046,745.0,43.0,7.0,0.0,1.0,1,0,40023.7,0,"13.539.335,14","147.533.774,07","7.235.413,11","20.512.018,18","-1.299.777.751,92",1,0,0,0,1,0.0,0.0,0.0,"16.279.069.767.441.800,00",301.0
2661,635.0,33.0,5.0,0.0,2.0,0,1,122949.71,0,"-2.991.443,22","-272.738.592,95","-21.289.084,02","44.611.232,10","-43.272.788,79",1,0,0,1,0,2.0,0.0,0.0,"15.151.515.151.515.100,00",165.0
2875,567.0,22.0,7.0,0.0,1.0,1,1,130910.78,0,"-1.493.389.497,06","-761.901.642,43","-753.705.079,23","11.484.501.311,35","-23.641.008.095,64",1,0,0,1,0,1.0,0.0,0.0,"3.181.818.181.818.180,00",154.0
1642,633.0,45.0,8.0,0.0,1.0,0,0,72846.58,1,"22.899.287.993.415.800,00","-35.239.375.060.459.000,00","-1.047.081.420.579.200,00","15.209.271.710.300.700,00","10.424.041.916.254.300,00",1,0,0,1,0,0.0,0.0,0.0,"17.777.777.777.777.700,00",360.0
2654,731.0,36.0,6.0,0.0,2.0,1,0,49653.83,0,"19.068.871.160.747.400,00","-2.504.052.759.645.580,00","-2.231.224.481.121.110,00","705.150.635.485.819,00","-13.432.421.010.008.800,00",0,0,1,0,1,0.0,0.0,0.0,"16.666.666.666.666.600,00",216.0
1117,758.0,30.0,7.0,135962.4,1.0,1,0,106977.6,0,"15.788.093,97","1.339.751.404,72","982.202.565,42","-851.220.682,80","31.538.832.140,29",1,0,0,1,0,0.0,"9.633.745.681.338.890,00","1.270.942.702.023.600,00","23.333.333.333.333.300,00",210.0
542,712.0,52.0,8.0,117094.02,1.0,1,0,176680.16,1,"-121.555.505.965,65","-61.322.695.937,36","-1.248.233.608.430.340,00","-17.061.404.290.091.300,00","-12.012.540.118.472.100,00",0,1,0,0,1,0.0,"4.718.749.532.488.530,00","6.627.457.208.551.310,00","15.384.615.384.615.300,00",416.0
1689,661.0,26.0,4.0,110463.15,2.0,0,1,130827.35,0,"21.367.711.961.486.600,00","7.637.821.435.701.710,00","-6.275.899.848.957.520,00","865.564.134.402.434,00","-14.417.332.752.891.400,00",1,0,0,0,1,2.0,"5.581.106.867.180.290,00","8.443.429.451.104.830,00","15.384.615.384.615.300,00",104.0
1955,591.0,39.0,3.0,0.0,1.0,1,1,122221.71,0,"1.378.977.286,68","1.265.501.401,62","30.557.845.946,49","10.390.485.340,47","-4.653.096.655,74",1,0,0,1,0,1.0,0.0,0.0,"7.692.307.692.307.690,00",117.0
1642,675.0,32.0,6.0,0.0,1.0,1,1,72849.29,0,"22.899.287.993.415.800,00","-35.239.375.060.459.000,00","-1.047.081.420.579.200,00","15.209.271.710.300.700,00","10.424.041.916.254.300,00",1,0,0,1,0,1.0,0.0,0.0,"1.875,00",192.0
1738,716.0,31.0,9.0,0.0,2.0,1,1,48170.64,0,"585.418,31","11.480.147,06","5.710.852,95","253.543.191,90","-26.902.994,82",1,0,0,0,1,2.0,0.0,0.0,"2.903.225.806.451.610,00",279.0
1951,669.0,37.0,4.0,0.0,1.0,1,1,132540.33,0,"-2.024.578.122,37","769.394.154,12","127.281.731.576,89","32.762.644.155,41","17.326.648.447,12",1,0,0,0,1,1.0,0.0,0.0,"10.810.810.810.810.800,00",148.0
1081,526.0,38.0,8.0,97665.79,1.0,1,0,177519.16,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0.0,"28.938.963.850.437.300,00","5.501.704.154.075.530,00","21.052.631.578.947.300,00",304.0
243,704.0,35.0,10.0,155782.92,2.0,0,1,187985.64,0,"-1.797.432,97","-155.746.637,41","-267.884.265,01","-46.173.391,76","-83.519.491,01",0,1,0,1,0,2.0,"5.834.018.794.201.510,00","8.286.958.514.490.780,00","2.857.142.857.142.850,00",350.0
1213,681.0,35.0,4.0,0.0,2.0,1,0,47749.56,0,"-176,92","15.050,14","-3.878,55","533,18","1.027.435,62",0,0,1,1,0,0.0,0.0,0.0,"11.428.571.428.571.400,00",140.0
472,850.0,29.0,1.0,75681.52,1.0,1,0,199775.67,0,"-61.841.965,17","-325.424.085,43","-314.965.156,80","-95.788.365,12","624.488,79",0,1,0,1,0,0.0,"3.220.076.398.692.590,00","3.788.325.174.932.460,00","34.482.758.620.689.600,00",29.0
2022,813.0,33.0,10.0,0.0,2.0,1,1,180622.04,0,"309.887.950,68","-2.358.888.548,79","-301.288.978,87","442.046.288,78","-331.613.416,77",1,0,0,0,1,2.0,0.0,0.0,"30.303.030.303.030.300,00",330.0
1001,632.0,60.0,8.0,0.0,2.0,1,1,1474.79,0,"9.032,52","96.254,79","-144.730,25","2.444.097,10","-46.893,94",1,0,0,0,1,2.0,0.0,0.0,"13.333.333.333.333.300,00",480.0
1586,621.0,39.0,8.0,0.0,1.0,1,0,53379.52,0,"-672.584,96","-135.213.287,40","-89.774.265,22","-5.136.135,03","76.909.380,80",1,0,0,0,1,0.0,0.0,0.0,"20.512.820.512.820.500,00",312.0
2057,670.0,33.0,3.0,0.0,2.0,1,0,92878.73,0,"1.660.104.965,73","8.356.383.628,30","14.768.451.503,24","47.396.820.112,70","-6.565.862.776,82",0,0,1,1,0,0.0,0.0,0.0,"9.090.909.090.909.090,00",99.0
544,476.0,28.0,8.0,64808.32,2.0,0,1,78591.15,0,"203.681.993,64","-455.095.102,79","-520.696.566,00","589.170.205,13","-16.300.615.663,68",1,0,0,0,1,2.0,"392.522.062.853.133,00","8.246.261.824.645.650,00","2.857.142.857.142.850,00",224.0
690,663.0,25.0,7.0,0.0,2.0,1,1,77965.64,0,"1.046.870,11","-4.719.734.781,12","-687.789.411,15","803.796.941,53","-13.839.854.112,21",1,0,0,0,1,2.0,0.0,0.0,0.28,175.0
340,683.0,35.0,9.0,61172.04,2.0,0,0,82951.12,0,"515,34","9.357,64","-27.799,79","95.090,43","5.446,83",0,0,1,0,1,0.0,"5.036.761.808.641.040,00","7.374.468.241.055.690,00","2.571.428.571.428.570,00",315.0
349,632.0,48.0,1.0,0.0,1.0,1,0,153587.85,1,"-2.316,61","-162.190,10","330.817,58","-1.939.832,21","-62.289,09",1,0,0,1,0,0.0,0.0,0.0,"20.833.333.333.333.300,00",48.0
527,694.0,34.0,5.0,127900.03,1.0,1,0,101737.8,0,"6.071.709.007,52","-20.304.864.728.779.100,00","-2.009.966.799.087.220,00","13.339.415.358.407.100,00","-992.226.357.784.468,00",1,0,0,1,0,0.0,"872.464.519.775.344,00","12.571.534.867.079.800,00","14.705.882.352.941.100,00",170.0
1608,544.0,34.0,1.0,162261.01,1.0,0,0,156048.64,0,"3.384.019.353,87","2.143.127.542.175.350,00","21.897.691.714.536.100,00","-12.014.570.936.458.500,00","3.477.302.627.182.980,00",0,0,1,0,1,0.0,"5.656.568.967.214.320,00","1.039.810.471.914.390,00","29.411.764.705.882.300,00",34.0
1550,712.0,31.0,4.0,0.0,2.0,0,1,144584.29,0,"-17.473.545.928,23","-470.035.650,43","124.701.203.403,51","-35.632.228.346,10","8.317.556.000,92",1,0,0,1,0,2.0,0.0,0.0,"12.903.225.806.451.600,00",124.0
1587,735.0,36.0,3.0,0.0,3.0,1,1,143535.36,1,"-172.813.044,67","-29.729.028.900,42","-2.891.332.004,61","-2.728.208.711,76","3.164.529.972,53",1,0,0,1,0,3.0,0.0,0.0,"8.333.333.333.333.330,00",108.0
2783,545.0,44.0,4.0,0.0,1.0,1,1,82614.89,1,"3.214,21","32.829,18","-19.218,94","4.496,21","12.948,47",0,0,1,1,0,1.0,0.0,0.0,"9.090.909.090.909.090,00",176.0
821,683.0,38.0,5.0,0.0,2.0,0,0,57896.54,0,"-4,11","-498,92","882,01","-325,46","54,84",1,0,0,0,1,0.0,0.0,0.0,"13.157.894.736.842.100,00",190.0
2570,655.0,38.0,2.0,139290.08,1.0,1,1,108301.68,0,"7.404.551.884.214.980,00","-1.557.829.865.650.530,00","6.473.074.857.287.980,00","-17.903.768.801.332.700,00","9.854.938.557.155.760,00",0,1,0,1,0,1.0,"8.424.153.937.408.910,00","1.286.130.372.123.490,00","5.263.157.894.736.840,00",76.0
1353,581.0,40.0,1.0,131402.21,1.0,0,0,109496.69,1,"-13.781,29","-46.108,76","-4.670,88","-126.263,00","-86.310,70",0,1,0,1,0,0.0,"6.972.328.022.883.610,00","12.000.564.583.276.400,00","25,00",40.0
1228,616.0,37.0,1.0,0.0,2.0,1,0,183490.99,0,"-392.302.312.755,70","-2.702.738.330.012.430,00","-88.675.144.639,13","2.501.445.451.971.860,00","29.699.949.704.962.900,00",1,0,0,1,0,0.0,0.0,0.0,"2.702.702.702.702.700,00",37.0
391,662.0,35.0,7.0,0.0,2.0,1,1,1375.36,0,"-819.586.574,57","-124.885.093,38","16.105.386.410,75","-86.245.864.283,03","-14.879.092.385,14",1,0,0,0,1,2.0,0.0,0.0,0.2,245.0
1465,682.0,39.0,7.0,116674.3,1.0,1,1,111904.16,0,"-553.380.740,00","-90.545,45","42.448.891,94","-15.234.299.661,85","298.218.179,67",0,1,0,0,1,1.0,"711.071.622.359.705,00","1.042.627.012.257.630,00","1.794.871.794.871.790,00",273.0
250,684.0,26.0,1.0,87098.91,2.0,0,0,106095.82,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0.0,"5.615.268.767.421.750,00","8.209.457.262.312.500,00","38.461.538.461.538.400,00",26.0
2628,553.0,49.0,0.0,138032.42,1.0,1,0,111242.09,0,"-12.056.229.712.529.000,00","-6.087.290.657.892.520,00","-2.890.388.910.863.600,00","-2.168.319.157.859.350,00","91.522.968.076,39",0,0,1,1,0,0.0,"6.861.784.802.856.540,00","12.408.290.782.742.300,00",0.0,0.0
1983,633.0,31.0,4.0,0.0,2.0,1,0,92888.06,0,"142.971.610,55","6.647.541,75","-22.481.882.856,50","54.864.528.376,14","-13.464.058.387,18",1,0,0,1,0,0.0,0.0,0.0,"12.903.225.806.451.600,00",124.0
1335,697.0,34.0,4.0,0.0,2.0,1,1,85891.02,0,"-33.791.760,69","4.686.946,16","4.718.883,83","-67.831.832,26","31.789.261,51",0,0,1,0,1,2.0,0.0,0.0,"11.764.705.882.352.900,00",136.0
2088,709.0,41.0,9.0,0.0,1.0,1,0,114448.76,1,"31.801.845.753.462.300,00","-8.073.113.398.791.390,00","-2.768.624.084.725.790,00","-72.426.243.806.898.600,00","-1.096.923.761.092.610,00",1,0,0,1,0,0.0,0.0,0.0,"21.951.219.512.195.100,00",369.0
1552,604.0,43.0,5.0,166031.45,1.0,0,0,98293.14,0,"-7.659.205.592,08","-380.088.520.363.374,00","-12.898.405.698.550.800,00","1.190.316.749.406.610,00","37.083.687.051.608.200,00",0,1,0,0,1,0.0,"10.202.440.963.835.300,00","16.891.458.549.396.200,00","11.627.906.976.744.100,00",215.0
1081,652.0,39.0,5.0,170932.85,1.0,1,0,160968.74,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0.0,"6.923.593.872.947.000,00","10.619.009.007.587.400,00","1.282.051.282.051.280,00",195.0
551,613.0,27.0,0.0,139964.24,1.0,1,0,172574.85,0,"33.696.345,91","-461.901.267,18","416.287.034,85","-204.836.968,60","-1.306.168.846,56",0,1,0,1,0,0.0,"4.971.644.426.751.630,00","8.110.349.798.942.310,00",0.0,0.0
538,628.0,71.0,5.0,134593.35,1.0,1,1,166957.2,1,"-3.898.096.994,31","14.166.372.055,00","25.845.149.190,08","-233.867.336.567,80","160.120.081.022,73",0,1,0,0,1,1.0,"50.626.522.126.628.800,00","8.061.548.109.335.800,00","7.042.253.521.126.760,00",355.0
2913,550.0,32.0,4.0,111009.64,1.0,0,0,101834.95,0,"6.259.041.706,29","129.526.057.129,61","161.973.499.465,76","20.824.381.630.923.900,00","-7.779.924.519,30",0,1,0,0,1,0.0,"5.995.515.488.542.980,00","10.900.937.251.896.300,00","125,00",128.0
2232,680.0,24.0,10.0,0.0,1.0,1,0,154971.63,0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,0.0,0.0,"4.166.666.666.666.660,00",240.0
2868,632.0,46.0,2.0,150561.03,1.0,0,0,64722.61,1,"-8.259,67","880.371,73","396.852,41","-26.378.878,00","-21.936.208,47",0,1,0,1,0,0.0,"14.701.905.711.157.100,00","23.262.509.036.641.100,00","43.478.260.869.565.200,00",92.0
1288,710.0,45.0,1.0,0.0,2.0,0,1,71154.75,0,"-1.967.547.651,70","102.708.600.173,38","2.381.958.085,50","-3.564.120.907,52","121.726.509.290,95",1,0,0,1,0,2.0,0.0,0.0,"22.222.222.222.222.200,00",45.0
2181,685.0,41.0,1.0,157622.58,1.0,1,1,43956.83,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,1.0,"24.563.069.561.658.500,00","35.858.495.710.450.400,00","24.390.243.902.439.000,00",41.0
2057,539.0,22.0,4.0,0.0,2.0,1,1,177622.38,0,"1.660.104.965,73","8.356.383.628,30","14.768.451.503,24","47.396.820.112,70","-6.565.862.776,82",1,0,0,0,1,2.0,0.0,0.0,"18.181.818.181.818.100,00",88.0
1081,693.0,51.0,2.0,108204.52,1.0,1,1,177528.92,1,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1.0,"4.223.860.110.228.800,00","6.095.036.234.096.390,00","392.156.862.745.098,00",102.0
1023,611.0,31.0,2.0,0.0,1.0,0,0,108887.44,0,"-285.463.676,93","2.445.974.063,63","2.832.517.798,11","2.205.404.795,97","28.087.035.765,39",0,0,1,0,1,0.0,0.0,0.0,"6.451.612.903.225.800,00",62.0
1552,592.0,38.0,2.0,122501.58,1.0,1,1,151887.08,1,"-7.659.205.592,08","-380.088.520.363.374,00","-12.898.405.698.550.800,00","1.190.316.749.406.610,00","37.083.687.051.608.200,00",1,0,0,0,1,1.0,"4.774.661.239.125.800,00","8.065.306.147.171.960,00","5.263.157.894.736.840,00",76.0
2601,695.0,46.0,1.0,0.0,2.0,1,1,177431.59,0,"5.638.855.576.911.510,00","-5.289.343.456.776.000,00","-5.825.031.779.137.050,00","19.363.679.964.143.900,00","-24.142.431.214.272.000,00",0,0,1,0,1,2.0,0.0,0.0,"21.739.130.434.782.600,00",46.0
477,749.0,46.0,3.0,122570.86,1.0,1,0,167087.34,1,"-15.510.281,47","26.808.286,85","-9.549.055,57","64.785.414,85","78.361.304,32",0,1,0,1,0,0.0,"5.494.466.195.942.790,00","7.335.735.909.135.900,00","6.521.739.130.434.780,00",138.0
5,544.0,40.0,8.0,0.0,2.0,1,1,61581.2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,2.0,0.0,0.0,0.2,320.0
2292,626.0,37.0,6.0,0.0,1.0,1,1,83295.09,0,"-5.162.396,41","3.912.802.561,01","36.532.789.894,06","-251.637.191.449,78","-2.373.507.540,54",1,0,0,0,1,1.0,0.0,0.0,"16.216.216.216.216.200,00",222.0
1689,710.0,32.0,2.0,156067.05,2.0,1,1,9983.88,0,"21.367.711.961.486.600,00","7.637.821.435.701.710,00","-6.275.899.848.957.520,00","865.564.134.402.434,00","-14.417.332.752.891.400,00",1,0,0,1,0,2.0,"1.109.865.157.634.100,00","15.631.903.628.649.300,00","625,00",64.0
1230,602.0,74.0,2.0,0.0,2.0,0,1,51554.58,0,"45.183.794.312,78","9.995.817.396.341.620,00","24.806.224.864.199.200,00","-6.802.743.586.023.620,00","10.340.030.024.062.800,00",1,0,0,1,0,2.0,0.0,0.0,"2.702.702.702.702.700,00",148.0
1179,781.0,34.0,5.0,0.0,2.0,1,1,72969.9,0,"212,19","-251,79","1.299,22","0,22","-15.399,61",1,0,0,1,0,2.0,0.0,0.0,"14.705.882.352.941.100,00",170.0
2916,850.0,39.0,9.0,0.0,2.0,0,1,4035.46,0,"-50.968,22","-91.401,29","3.295.430,66","-989.348,04","-840.573,31",1,0,0,0,1,2.0,0.0,0.0,"23.076.923.076.923.000,00",351.0
936,671.0,31.0,2.0,125920.98,1.0,1,1,103557.85,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,1.0,"8.159.012.337.548.520,00","12.159.481.874.140.800,00","6.451.612.903.225.800,00",62.0
2891,703.0,37.0,6.0,0.0,2.0,1,0,53954.24,0,"14.494.243.245,73","19.077.317.519,03","182.968.590.656,63","184.121.559.157,26","22.057.263.927,70",1,0,0,0,1,0.0,0.0,0.0,"16.216.216.216.216.200,00",222.0
2628,672.0,42.0,9.0,0.0,1.0,1,1,81310.1,1,"-12.056.229.712.529.000,00","-6.087.290.657.892.520,00","-2.890.388.910.863.600,00","-2.168.319.157.859.350,00","91.522.968.076,39",1,0,0,0,1,1.0,0.0,0.0,"21.428.571.428.571.400,00",378.0
2655,584.0,38.0,5.0,102540.61,1.0,0,0,82222.86,1,"-23.882.816.940.825.800,00","20.453.348.806.758.500,00","26.712.710.874.340.100,00","9.073.146.426.820.740,00","-61.929.869.178.883.900,00",0,1,0,1,0,0.0,"7.283.098.184.616.780,00","12.471.058.535.302.700,00","13.157.894.736.842.100,00",190.0
2803,636.0,36.0,5.0,0.0,1.0,0,0,182059.28,0,"-204.921.195.723,88","11.034.785.378.528.800,00","244.665.409.823.883,00","-694.421.888.228.617,00","2.757.847.081.070.610,00",1,0,0,0,1,0.0,0.0,0.0,"1.388.888.888.888.880,00",180.0
1786,753.0,50.0,6.0,161171.7,2.0,0,1,12599.94,1,"-184.349,16","-251.652,18","-3.669.856,95","-2.944.503,45","-630.764,55",1,0,0,0,1,2.0,"9.631.973.652.255.480,00","12.791.465.673.646.000,00",0.12,300.0
2243,669.0,32.0,7.0,0.0,2.0,1,0,93982.02,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0.0,0.0,0.0,"21.875,00",224.0
737,690.0,57.0,2.0,0.0,1.0,1,1,3149.1,0,"-17.333,44","89.345,63","-100.024,22","-716.873,15","317.869,17",0,0,1,1,0,1.0,0.0,0.0,"3.508.771.929.824.560,00",114.0
1986,646.0,33.0,0.0,0.0,2.0,1,1,102350.17,0,"-4.667.675.314,33","-42.166.505.394,79","-27.798.083.586,02","-533.151.373.309,55","259.471.133.995,85",1,0,0,1,0,2.0,0.0,0.0,0.0,0.0
1951,637.0,48.0,3.0,158742.84,1.0,1,0,95985.88,1,"-2.024.578.122,37","769.394.154,12","127.281.731.576,89","32.762.644.155,41","17.326.648.447,12",0,1,0,1,0,0.0,"1.053.479.835.575.810,00","16.538.144.985.491.600,00","625,00",144.0
1037,554.0,35.0,8.0,135470.9,1.0,1,1,97468.44,0,"23.786.316,72","17.252.213,13","5.964.105,21","196.433.036,05","-241.070.391,51",1,0,0,1,0,1.0,"7.700.018.446.996.790,00","13.898.950.265.337.100,00","22.857.142.857.142.800,00",280.0
951,637.0,40.0,3.0,149542.52,1.0,0,1,14081.64,1,"83,43","-16.719,28","-34.865,95","110.188,73","-7.888,53",1,0,0,1,0,1.0,"67.647.365.818.185.900,00","10.619.680.662.195.500,00","75,00",120.0
2038,516.0,44.0,6.0,104947.72,1.0,1,0,115789.25,1,"4.663.889,15","6.879.483,88","-2.304.207.485,67","3.023.178.020,40","-2.848.496.662,37",1,0,0,0,1,0.0,"4.676.861.066.117.960,00","906.368.423.666.273,00","13.636.363.636.363.600,00",264.0
501,557.0,35.0,2.0,0.0,2.0,1,1,198256.54,0,"219.020,06","-31.051.496,32","4.785,34","-5.877.250,62","-57.698.249,67",0,0,1,0,1,2.0,0.0,0.0,"5.714.285.714.285.710,00",70.0
2473,577.0,36.0,6.0,60515.13,1.0,1,0,104982.39,0,"3.166.076.292.020.040,00","-9.357.789.804.090.270,00","-69.844.714.934.231.100,00","-30.793.546.091.655.100,00","-2.184.996.753.989.450,00",1,0,0,0,1,0.0,"3.326.008.296.248.540,00","5.764.312.471.834.560,00","16.666.666.666.666.600,00",216.0
1605,704.0,31.0,7.0,0.0,2.0,1,0,126517.46,0,"-37.970.318.472,85","216.742.351.084,08","-2.106.137.182.075.070,00","-1.050.457.231.705.260,00","-282.581.477.873,00",1,0,0,1,0,0.0,0.0,0.0,"22.580.645.161.290.300,00",217.0
516,591.0,35.0,2.0,109730.22,1.0,1,0,123882.73,0,"5.629,76","183.168,58","239.768,66","-1.939.376,13","669.007,92",0,1,0,0,1,0.0,"5.234.834.590.745.610,00","8.857.588.140.009.500,00","5.714.285.714.285.710,00",70.0
2803,786.0,55.0,8.0,0.0,2.0,1,1,133112.41,0,"-204.921.195.723,88","11.034.785.378.528.800,00","244.665.409.823.883,00","-694.421.888.228.617,00","2.757.847.081.070.610,00",1,0,0,0,1,2.0,0.0,0.0,"14.545.454.545.454.500,00",440.0
1805,708.0,46.0,1.0,133659.46,1.0,0,1,90591.32,0,"147.751.224,49","2.619.582.562,97","-13.836.773.663,01","6.791.487.518,20","-15.400.698.306,56",1,0,0,1,0,1.0,"10.445.912.222.053.900,00","14.754.113.307.985.700,00","21.739.130.434.782.600,00",46.0
2254,578.0,32.0,2.0,0.0,1.0,0,1,64139.1,0,"637,56","-2.581,86","5.778,48","-41.485,48","26.818,99",1,0,0,0,1,1.0,0.0,0.0,"625,00",64.0
563,725.0,36.0,7.0,0.0,1.0,1,0,128052.29,0,"432.093,81","-2.007.799,29","-818.153,65","6.850.373,02","-72.225.161,12",1,0,0,1,0,0.0,0.0,0.0,"19.444.444.444.444.400,00",252.0
533,720.0,52.0,6.0,0.0,1.0,1,1,14781.12,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1.0,0.0,0.0,"11.538.461.538.461.500,00",312.0
2022,571.0,40.0,1.0,0.0,2.0,1,1,123570.24,0,"309.887.950,68","-2.358.888.548,79","-301.288.978,87","442.046.288,78","-331.613.416,77",0,0,1,0,1,2.0,0.0,0.0,"25,00",40.0
530,662.0,39.0,2.0,133476.04,2.0,1,1,96463.99,0,"1.159.876,77","-40.548.497,96","-240.493,95","-4.053.253,72","354.217.554,52",0,1,0,0,1,2.0,"9.160.012.817.218.110,00","13.836.877.367.398.900,00","5.128.205.128.205.120,00",78.0
1953,600.0,34.0,6.0,0.0,2.0,1,1,146613.43,0,"-321.286.042,65","-1.110.802.920,77","-10.074.813.165,15","-31.898.035.205,12","-2.123.051.234,97",1,0,0,0,1,2.0,0.0,0.0,"17.647.058.823.529.400,00",204.0
1967,832.0,27.0,8.0,98590.25,1.0,1,1,30912.89,0,"2.207.036.014,51","-500.789.981,68","7.339.759.554,03","-9.745.492.251,55","-5.485.779.316,49",1,0,0,1,0,1.0,"26.534.914.076.296.300,00","3.189.292.557.247.150,00","2.962.962.962.962.960,00",216.0
2899,682.0,37.0,5.0,112572.39,1.0,1,0,93568.77,0,"566,45","21.118,75","60.186,21","-2.724.364,56","-327.227,83",1,0,0,0,1,0.0,"8.205.127.627.519.310,00","12.030.978.925.981.300,00","13.513.513.513.513.500,00",185.0
1098,710.0,29.0,9.0,102741.15,2.0,1,1,154181.41,0,"46.769,75","-12.812,35","-1.774.613,61","1.161.308,33","-1.255.066,27",0,1,0,1,0,2.0,"47.311.940.200.832.200,00","6.663.653.549.412.990,00","3.103.448.275.862.060,00",261.0
2287,598.0,35.0,6.0,0.0,2.0,1,1,156891.08,0,"-37.709.313.470,02","554.502.072.831,01","-84.482.265.429,79","22.476.117.685.322.700,00","-6.392.875.196.312.660,00",1,0,0,0,1,2.0,0.0,0.0,"17.142.857.142.857.100,00",210.0
1081,554.0,37.0,9.0,121092.47,2.0,1,1,142626.49,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,2.0,"4.703.560.213.814.410,00","8.490.180.891.361.760,00","24.324.324.324.324.300,00",333.0
165,633.0,29.0,7.0,0.0,2.0,1,0,71363.94,0,"32.773.960,60","135.956.201.186,88","124.862.989.792,27","-119.249.709.468,16","-27.162.696.939,08",1,0,0,0,1,0.0,0.0,0.0,"2.413.793.103.448.270,00",203.0
2601,678.0,36.0,5.0,0.0,1.0,1,1,180598.59,0,"5.638.855.576.911.510,00","-5.289.343.456.776.000,00","-5.825.031.779.137.050,00","19.363.679.964.143.900,00","-24.142.431.214.272.000,00",0,0,1,0,1,1.0,0.0,0.0,"1.388.888.888.888.880,00",180.0
1952,667.0,33.0,6.0,0.0,2.0,0,1,185280.24,0,"-3.990.008.632,72","-3.254.834.355,04","3.015.395.506,17","-6.844.552.253,24","35.389.194.698,55",0,0,1,0,1,2.0,0.0,0.0,"18.181.818.181.818.100,00",198.0
1362,643.0,35.0,2.0,0.0,2.0,1,0,47318.75,0,"-72.209.360.028,78","-10.461.631.817.033.800,00","131.291.330.459.128,00","846.300.277.850.006,00","16.075.843.065.996.200,00",1,0,0,0,1,0.0,0.0,0.0,"5.714.285.714.285.710,00",70.0
553,476.0,57.0,5.0,0.0,1.0,1,1,106655.87,1,"56.029.234,44","-29.675.236,38","580.584.170,37","-15.376.327.750,58","-6.036.277.513,52",1,0,0,0,1,1.0,0.0,0.0,"8.771.929.824.561.400,00",285.0
2569,516.0,43.0,8.0,131371.36,2.0,1,1,73858.89,0,"4.005.500.126.801.680,00","-43.492.943.350.804.700,00","-4.494.873.035.326.010,00","25.969.677.233.992.800,00","-12.297.984.689.188.300,00",0,1,0,1,0,2.0,"9.177.990.863.388.270,00","17.786.803.998.814.400,00","18.604.651.162.790.600,00",344.0
2662,592.0,31.0,7.0,71872.19,1.0,1,0,151924.9,1,"-1.710.817.534.465.980,00","-185.449.138.081.807,00","20.826.115.704.717.000,00","-12.879.142.678.779.800,00","2.306.201.200.390.680,00",1,0,0,0,1,0.0,"2.800.616.388.755.230,00","47.307.709.269.514.000,00","22.580.645.161.290.300,00",217.0
1973,747.0,30.0,9.0,112930.06,1.0,1,1,51364.57,0,"20.845.427.034,50","14.579.258.989.537.000,00","-9.754.604.915.377.240,00","36.540.341.067,85","-12.753.442.176.620.100,00",0,1,0,0,1,1.0,"16.423.529.841.678.800,00","21.985.983.723.800.200,00",0.3,270.0
910,563.0,37.0,4.0,136914.88,2.0,0,0,74800.62,0,"21.662.218,65","2.598.382.732,32","266.931.524,73","-4.350.102.152,84","841.021.889,92",0,1,0,0,1,0.0,"1.030.513.883.975.820,00","18.303.976.624.792.600,00","10.810.810.810.810.800,00",148.0
942,594.0,38.0,2.0,0.0,2.0,0,1,103480.69,0,"-1.451.989,93","58.802.733,35","-10.663.276,01","229.320.226,38","278.516.149,86",1,0,0,0,1,2.0,0.0,0.0,"5.263.157.894.736.840,00",76.0
1306,738.0,36.0,3.0,0.0,1.0,1,1,71333.44,1,"-405.560.568,39","-1.179.871.485,50","3.738.258.323,92","-166.744.560.036,15","6.827.666.650,22",1,0,0,0,1,1.0,0.0,0.0,"8.333.333.333.333.330,00",108.0
2662,484.0,43.0,2.0,0.0,1.0,1,1,70534.0,0,"-1.710.817.534.465.980,00","-185.449.138.081.807,00","20.826.115.704.717.000,00","-12.879.142.678.779.800,00","2.306.201.200.390.680,00",1,0,0,1,0,1.0,0.0,0.0,"46.511.627.906.976.700,00",86.0
